Timestamp,VisitorsIN,VisitorsOUT,MenIN,MenOUT,WomenIN,WomenOUT,GroupIN,GroupOUT,Passersby
07/12/2024 16:00,110,124,12,14,38,57,93,105,7870
07/12/2024 17:00,77,88,9,10,24,28,64,80,7816
07/12/2024 18:00,69,102,9,14,20,44,57,92,6529
07/12/2024 19:00,53,79,7,11,13,24,47,63,4525
07/12/2024 20:00,24,50,1,8,4,9,19,43,2350
07/12/2024 21:00,2,4,0,1,1,1,2,4,1372
07/12/2024 22:00,0,0,0,0,0,0,0,0,1156
07/12/2024 23:00,0,0,0,0,0,0,0,0,902
08/12/2024 00:00,0,0,0,0,0,0,0,0,794
08/12/2024 01:00,0,0,0,0,0,0,0,0,299
08/12/2024 02:00,0,0,0,0,0,0,0,0,71
08/12/2024 03:00,0,0,0,0,0,0,0,0,77
08/12/2024 04:00,0,0,0,0,0,0,0,0,45
08/12/2024 05:00,0,0,0,0,0,0,0,0,19
08/12/2024 06:00,0,0,0,0,0,0,0,0,64
08/12/2024 07:00,0,0,0,0,0,0,0,0,70
08/12/2024 08:00,0,0,0,0,0,0,0,0,84
08/12/2024 09:00,0,0,0,0,0,0,0,0,296
08/12/2024 10:00,18,17,2,0,2,4,16,16,795
08/12/2024 11:00,34,45,2,8,12,12,24,39,1154
08/12/2024 12:00,30,24,2,2,8,8,25,19,1820
08/12/2024 13:00,48,54,6,7,17,18,39,47,2830
08/12/2024 14:00,49,63,8,7,22,26,39,53,2700
08/12/2024 15:00,59,48,14,7,18,20,48,42,2809
08/12/2024 16:00,42,61,8,9,12,21,34,50,3850
08/12/2024 17:00,26,52,4,10,8,18,23,44,3776
08/12/2024 18:00,0,0,0,0,0,0,0,0,2909
08/12/2024 19:00,0,0,0,0,0,0,0,0,2608
08/12/2024 20:00,0,0,0,0,0,0,0,0,1838
08/12/2024 21:00,0,0,0,0,0,0,0,0,1005
08/12/2024 22:00,0,0,0,0,0,0,0,0,1144
08/12/2024 23:00,0,0,0,0,0,0,0,0,738
09/12/2024 00:00,0,0,0,0,0,0,0,0,498
09/12/2024 01:00,0,0,0,0,0,0,0,0,124
09/12/2024 02:00,0,0,0,0,0,0,0,0,55
09/12/2024 03:00,0,0,0,0,0,0,0,0,12
09/12/2024 04:00,0,0,0,0,0,0,0,0,24
09/12/2024 05:00,0,0,0,0,0,0,0,0,22
09/12/2024 06:00,0,0,0,0,0,0,0,0,121
09/12/2024 07:00,0,0,0,0,0,0,0,0,386
09/12/2024 08:00,11,10,1,1,1,3,11,10,1872
09/12/2024 09:00,35,32,6,5,8,7,34,31,2639
09/12/2024 10:00,72,74,9,10,28,27,66,69,3517
09/12/2024 11:00,61,71,9,10,21,21,53,66,3196
09/12/2024 12:00,54,70,7,6,21,26,48,62,5831
09/12/2024 13:00,163,190,19,22,70,82,145,168,8309
09/12/2024 14:00,157,196,18,24,63,80,140,174,7296
09/12/2024 15:00,78,114,10,17,27,41,71,100,5580
09/12/2024 16:00,56,70,3,7,17,25,53,64,5105
09/12/2024 17:00,62,79,7,11,18,31,57,74,6709
09/12/2024 18:00,43,65,4,11,16,22,38,55,6518
09/12/2024 19:00,40,69,2,7,11,22,33,63,6235
09/12/2024 20:00,8,21,1,2,2,6,8,19,3388
09/12/2024 21:00,0,0,0,0,0,0,0,0,1782
09/12/2024 22:00,1,2,0,0,0,0,1,2,1332
09/12/2024 23:00,0,0,0,0,0,0,0,0,864
10/12/2024 00:00,0,0,0,0,0,0,0,0,366
10/12/2024 01:00,0,0,0,0,0,0,0,0,117
10/12/2024 02:00,0,0,0,0,0,0,0,0,48
10/12/2024 03:00,0,0,0,0,0,0,0,0,13
10/12/2024 04:00,0,0,0,0,0,0,0,0,19
10/12/2024 05:00,0,0,0,0,0,0,0,0,23
10/12/2024 06:00,0,0,0,0,0,0,0,0,135
10/12/2024 07:00,0,0,0,0,0,0,0,0,344
10/12/2024 08:00,23,15,4,1,5,8,22,13,1185
10/12/2024 09:00,43,39,7,7,19,15,42,38,2496
10/12/2024 10:00,78,77,13,18,24,21,72,71,2798
10/12/2024 11:00,77,68,13,13,25,25,71,60,3939
10/12/2024 12:00,57,89,7,15,23,26,52,80,4838
10/12/2024 13:00,169,166,22,29,70,73,146,149,8301
10/12/2024 14:00,179,224,27,30,86,121,158,195,7970
10/12/2024 15:00,93,122,9,13,36,54,84,106,6394
10/12/2024 16:00,58,65,7,9,17,23,48,57,6090
10/12/2024 17:00,45,67,4,8,22,27,42,63,7199
10/12/2024 18:00,42,67,3,4,18,28,40,60,8046
10/12/2024 19:00,35,65,2,9,14,26,33,56,6789
10/12/2024 20:00,26,48,4,7,11,23,24,42,3867
10/12/2024 21:00,0,2,0,0,0,0,0,2,1668
10/12/2024 22:00,1,1,0,0,1,1,1,1,1303
10/12/2024 23:00,0,0,0,0,0,0,0,0,1072
11/12/2024 00:00,0,0,0,0,0,0,0,0,776
11/12/2024 01:00,0,0,0,0,0,0,0,0,175
11/12/2024 02:00,0,0,0,0,0,0,0,0,130
11/12/2024 03:00,0,0,0,0,0,0,0,0,26
11/12/2024 04:00,0,0,0,0,0,0,0,0,29
11/12/2024 05:00,0,0,0,0,0,0,0,0,29
11/12/2024 06:00,0,0,0,0,0,0,0,0,140
11/12/2024 07:00,0,0,0,0,0,0,0,0,277
11/12/2024 08:00,7,8,0,2,1,2,7,8,1010
11/12/2024 09:00,56,41,9,7,23,19,55,40,2333
11/12/2024 10:00,64,71,11,12,28,28,63,67,3116
11/12/2024 11:00,94,90,17,8,27,33,83,82,3924
11/12/2024 12:00,70,83,14,14,34,35,66,75,5587
11/12/2024 13:00,145,150,25,21,61,72,127,131,7696
11/12/2024 14:00,173,205,23,27,74,99,149,177,8111
11/12/2024 15:00,92,115,15,20,44,53,78,95,6954
11/12/2024 16:00,83,82,12,12,31,34,77,68,6679
11/12/2024 17:00,57,77,10,11,20,27,51,68,7748
11/12/2024 18:00,55,91,6,14,18,35,50,80,8190
11/12/2024 19:00,40,63,2,3,12,20,38,54,7147
11/12/2024 20:00,15,26,0,5,4,5,13,23,4222
11/12/2024 21:00,1,3,0,0,0,1,1,3,2018
11/12/2024 22:00,0,0,0,0,0,0,0,0,1560
11/12/2024 23:00,0,0,0,0,0,0,0,0,1298
12/12/2024 00:00,0,0,0,0,0,0,0,0,824
12/12/2024 01:00,0,0,0,0,0,0,0,0,220
12/12/2024 02:00,0,0,0,0,0,0,0,0,85
12/12/2024 03:00,0,0,0,0,0,0,0,0,42
12/12/2024 04:00,0,0,0,0,0,0,0,0,35
12/12/2024 05:00,0,0,0,0,0,0,0,0,6
12/12/2024 06:00,0,0,0,0,0,0,0,0,143
12/12/2024 07:00,0,0,0,0,0,0,0,0,308
12/12/2024 08:00,9,7,2,2,1,1,8,7,1270
12/12/2024 09:00,61,48,4,7,22,15,57,46,2876
12/12/2024 10:00,73,78,11,6,28,32,71,69,3929
12/12/2024 11:00,70,73,18,11,25,24,60,66,3615
12/12/2024 12:00,79,73,16,12,29,26,71,68,5920
12/12/2024 13:00,179,191,26,20,83,85,157,161,7692
12/12/2024 14:00,173,219,22,21,80,117,158,183,7765
12/12/2024 15:00,98,128,11,20,53,66,92,114,6652
12/12/2024 16:00,76,84,5,10,42,43,70,78,6673
12/12/2024 17:00,61,85,9,15,21,39,58,77,7818
12/12/2024 18:00,41,67,2,10,12,22,37,61,8683
12/12/2024 19:00,46,62,3,5,9,25,43,58,7179
12/12/2024 20:00,27,51,3,5,10,20,25,44,4641
12/12/2024 21:00,2,3,0,1,0,1,2,3,2113
12/12/2024 22:00,0,0,0,0,0,0,0,0,1632
12/12/2024 23:00,0,0,0,0,0,0,0,0,1037
13/12/2024 00:00,0,0,0,0,0,0,0,0,883
13/12/2024 01:00,0,0,0,0,0,0,0,0,270
13/12/2024 02:00,0,0,0,0,0,0,0,0,109
13/12/2024 03:00,0,0,0,0,0,0,0,0,67
13/12/2024 04:00,0,0,0,0,0,0,0,0,57
13/12/2024 05:00,0,0,0,0,0,0,0,0,22
13/12/2024 06:00,0,0,0,0,0,0,0,0,112
13/12/2024 07:00,0,0,0,0,0,0,0,0,278
13/12/2024 08:00,18,18,3,5,4,6,16,17,1190
13/12/2024 09:00,44,56,7,8,12,17,43,53,2406
13/12/2024 10:00,75,71,16,15,31,28,65,65,2810
13/12/2024 11:00,75,91,18,11,20,26,68,78,3762
13/12/2024 12:00,75,81,4,6,41,44,65,70,4603
13/12/2024 13:00,163,151,23,11,63,71,142,126,7849
13/12/2024 14:00,136,173,13,14,54,81,115,152,8005
13/12/2024 15:00,114,122,18,11,43,59,104,103,7238
13/12/2024 16:00,80,108,12,12,37,45,69,89,8475
13/12/2024 17:00,81,105,7,13,30,46,72,95,9383
13/12/2024 18:00,60,70,2,7,23,31,52,58,8758
13/12/2024 19:00,43,62,0,3,10,22,39,58,7725
13/12/2024 20:00,19,49,2,7,11,19,17,42,5063
13/12/2024 21:00,7,11,1,1,1,4,7,9,2456
13/12/2024 22:00,0,0,0,0,0,0,0,0,1554
13/12/2024 23:00,0,0,0,0,0,0,0,0,1275
14/12/2024 00:00,0,0,0,0,0,0,0,0,988
14/12/2024 01:00,0,0,0,0,0,0,0,0,395
14/12/2024 02:00,0,0,0,0,0,0,0,0,259
14/12/2024 03:00,0,0,0,0,0,0,0,0,215
14/12/2024 04:00,0,0,0,0,0,0,0,0,77
14/12/2024 05:00,0,0,0,0,0,0,0,0,49
14/12/2024 06:00,0,0,0,0,0,0,0,0,136
14/12/2024 07:00,0,0,0,0,0,0,0,0,117
14/12/2024 08:00,0,0,0,0,0,0,0,0,264
14/12/2024 09:00,17,15,2,1,4,4,16,15,740
14/12/2024 10:00,60,54,13,11,17,18,53,50,2005
14/12/2024 11:00,75,92,12,14,22,25,67,81,3585
14/12/2024 12:00,70,64,5,4,26,27,65,57,5070
14/12/2024 13:00,140,118,24,16,45,43,107,97,7278
14/12/2024 14:00,157,181,14,15,76,84,120,148,8850
14/12/2024 15:00,155,160,22,22,64,72,127,131,9711
14/12/2024 16:00,121,160,9,17,56,66,96,126,10823
14/12/2024 17:00,84,137,9,19,30,64,69,115,10645
14/12/2024 18:00,88,105,13,9,30,39,74,85,8135
14/12/2024 19:00,53,79,8,9,16,33,45,65,7460
14/12/2024 20:00,21,37,1,2,7,14,19,36,5004
14/12/2024 21:00,0,0,0,0,0,0,0,0,2200
14/12/2024 22:00,1,1,0,0,1,1,1,1,1617
14/12/2024 23:00,0,0,0,0,0,0,0,0,1149
15/12/2024 00:00,0,0,0,0,0,0,0,0,1027
15/12/2024 01:00,0,0,0,0,0,0,0,0,369
15/12/2024 02:00,0,0,0,0,0,0,0,0,115
15/12/2024 03:00,0,0,0,0,0,0,0,0,79
15/12/2024 04:00,0,0,0,0,0,0,0,0,72
15/12/2024 05:00,0,0,0,0,0,0,0,0,68
15/12/2024 06:00,0,0,0,0,0,0,0,0,89
15/12/2024 07:00,0,0,0,0,0,0,0,0,68
15/12/2024 08:00,0,0,0,0,0,0,0,0,195
15/12/2024 09:00,0,0,0,0,0,0,0,0,360
15/12/2024 10:00,17,11,5,4,3,5,15,11,795
15/12/2024 11:00,48,48,9,7,14,14,43,42,1706
15/12/2024 12:00,40,41,10,8,11,14,35,37,2059
15/12/2024 13:00,64,62,8,9,21,22,50,50,2448
15/12/2024 14:00,55,69,10,8,19,30,45,61,3440
15/12/2024 15:00,55,75,8,13,21,35,46,67,3777
15/12/2024 16:00,59,48,5,3,24,26,48,42,3879
15/12/2024 17:00,33,66,3,6,11,25,25,52,3772
15/12/2024 18:00,0,0,0,0,0,0,0,0,2855
15/12/2024 19:00,0,0,0,0,0,0,0,0,2144
15/12/2024 20:00,0,0,0,0,0,0,0,0,1610
15/12/2024 21:00,0,0,0,0,0,0,0,0,944
15/12/2024 22:00,0,0,0,0,0,0,0,0,783
15/12/2024 23:00,0,0,0,0,0,0,0,0,544
16/12/2024 00:00,0,0,0,0,0,0,0,0,331
16/12/2024 01:00,0,0,0,0,0,0,0,0,110
16/12/2024 02:00,0,0,0,0,0,0,0,0,166
16/12/2024 03:00,0,0,0,0,0,0,0,0,21
16/12/2024 04:00,0,0,0,0,0,0,0,0,26
16/12/2024 05:00,0,0,0,0,0,0,0,0,7
16/12/2024 06:00,0,0,0,0,0,0,0,0,114
16/12/2024 07:00,0,0,0,0,0,0,0,0,223
16/12/2024 08:00,18,17,3,5,5,5,17,16,1015
16/12/2024 09:00,40,35,7,6,12,9,38,32,1903
16/12/2024 10:00,53,58,9,10,20,22,49,55,3068
16/12/2024 11:00,40,60,10,16,15,19,37,52,2930
16/12/2024 12:00,62,69,16,13,15,35,57,64,4961
16/12/2024 13:00,172,179,26,25,86,88,148,155,7577
16/12/2024 14:00,165,179,27,26,66,79,143,162,7598
16/12/2024 15:00,102,128,7,14,51,79,86,112,6643
16/12/2024 16:00,78,95,9,10,30,41,62,82,6343
16/12/2024 17:00,57,52,6,7,22,18,49,44,6429
16/12/2024 18:00,38,71,4,7,10,36,36,61,6109
16/12/2024 19:00,42,62,4,15,8,22,40,53,6781
16/12/2024 20:00,20,51,2,13,8,19,18,44,3702
16/12/2024 21:00,1,1,0,0,0,0,1,1,1582
16/12/2024 22:00,0,0,0,0,0,0,0,0,1149
16/12/2024 23:00,0,0,0,0,0,0,0,0,783
17/12/2024 00:00,0,0,0,0,0,0,0,0,305
17/12/2024 01:00,0,0,0,0,0,0,0,0,94
17/12/2024 02:00,0,0,0,0,0,0,0,0,45
17/12/2024 03:00,0,0,0,0,0,0,0,0,50
17/12/2024 04:00,0,0,0,0,0,0,0,0,21
17/12/2024 05:00,0,0,0,0,0,0,0,0,9
17/12/2024 06:00,0,0,0,0,0,0,0,0,154
17/12/2024 07:00,0,0,0,0,0,0,0,0,330
17/12/2024 08:00,24,15,6,3,7,9,22,15,1240
17/12/2024 09:00,58,50,8,10,28,22,55,49,2173
17/12/2024 10:00,58,52,16,10,23,25,54,48,3150
17/12/2024 11:00,72,93,16,21,23,32,66,82,3608
17/12/2024 12:00,66,72,11,9,28,36,60,65,5485
17/12/2024 13:00,197,183,31,34,91,84,164,161,8849
17/12/2024 14:00,188,213,24,19,100,122,163,181,9059
17/12/2024 15:00,105,131,11,13,53,75,95,108,6905
17/12/2024 16:00,67,79,9,12,28,37,60,73,7701
17/12/2024 17:00,61,71,6,5,22,33,53,65,8960
17/12/2024 18:00,46,81,6,14,15,28,43,70,9080
17/12/2024 19:00,72,87,7,11,34,33,62,73,7758
17/12/2024 20:00,25,53,4,8,11,18,25,40,4224
17/12/2024 21:00,5,7,0,0,4,5,5,7,2044
17/12/2024 22:00,0,0,0,0,0,0,0,0,1471
17/12/2024 23:00,0,0,0,0,0,0,0,0,1059
18/12/2024 00:00,0,0,0,0,0,0,0,0,509
18/12/2024 01:00,0,0,0,0,0,0,0,0,196
18/12/2024 02:00,0,0,0,0,0,0,0,0,81
18/12/2024 03:00,0,0,0,0,0,0,0,0,37
18/12/2024 04:00,0,0,0,0,0,0,0,0,18
18/12/2024 05:00,0,0,0,0,0,0,0,0,24
18/12/2024 06:00,0,0,0,0,0,0,0,0,119
18/12/2024 07:00,0,0,0,0,0,0,0,0,340
18/12/2024 08:00,11,9,1,1,5,6,11,9,919
18/12/2024 09:00,58,41,7,9,23,10,58,39,1925
18/12/2024 10:00,90,82,13,11,47,41,78,71,3226
18/12/2024 11:00,59,82,15,9,23,35,55,77,3273
18/12/2024 12:00,99,97,19,17,45,48,84,86,5155
18/12/2024 13:00,178,163,29,28,88,73,155,138,7709
18/12/2024 14:00,169,203,20,26,92,114,149,176,8104
18/12/2024 15:00,96,116,13,11,54,71,86,100,6686
18/12/2024 16:00,83,100,9,12,42,51,68,85,7463
18/12/2024 17:00,62,80,5,9,38,37,57,70,8729
18/12/2024 18:00,48,71,7,11,22,28,44,57,8963
18/12/2024 19:00,49,77,2,6,25,38,43,63,8472
18/12/2024 20:00,24,46,3,8,9,16,20,40,4403
18/12/2024 21:00,1,2,0,0,0,0,1,2,2084
18/12/2024 22:00,1,1,0,0,1,1,1,1,1593
18/12/2024 23:00,0,0,0,0,0,0,0,0,1144
19/12/2024 00:00,0,0,0,0,0,0,0,0,527
19/12/2024 01:00,0,0,0,0,0,0,0,0,199
19/12/2024 02:00,0,0,0,0,0,0,0,0,62
19/12/2024 03:00,0,0,0,0,0,0,0,0,26
19/12/2024 04:00,0,0,0,0,0,0,0,0,42
19/12/2024 05:00,0,0,0,0,0,0,0,0,11
19/12/2024 06:00,0,0,0,0,0,0,0,0,98
19/12/2024 07:00,0,0,0,0,0,0,0,0,299
19/12/2024 08:00,16,9,3,2,4,1,15,9,1025
19/12/2024 09:00,36,32,10,8,10,9,36,31,1238
19/12/2024 10:00,64,59,8,10,19,17,61,51,2160
19/12/2024 11:00,44,52,12,8,17,17,40,50,2168
19/12/2024 12:00,68,67,13,15,31,25,63,63,2770
19/12/2024 13:00,154,166,15,20,70,81,129,145,6090
19/12/2024 14:00,193,220,32,34,84,108,172,190,6124
19/12/2024 15:00,102,128,7,8,43,64,89,116,5667
19/12/2024 16:00,85,106,7,10,40,55,71,94,6964
19/12/2024 17:00,57,78,4,8,31,39,54,71,7988
19/12/2024 18:00,43,52,3,8,15,22,40,47,8556
19/12/2024 19:00,53,89,4,10,23,46,50,74,7526
19/12/2024 20:00,20,40,4,6,5,14,18,36,4174
19/12/2024 21:00,5,9,0,2,1,2,5,8,1905
19/12/2024 22:00,0,0,0,0,0,0,0,0,1468
19/12/2024 23:00,0,0,0,0,0,0,0,0,764
20/12/2024 00:00,0,0,0,0,0,0,0,0,559
20/12/2024 01:00,0,0,0,0,0,0,0,0,215
20/12/2024 02:00,0,0,0,0,0,0,0,0,70
20/12/2024 03:00,0,0,0,0,0,0,0,0,53
20/12/2024 04:00,0,0,0,0,0,0,0,0,65
20/12/2024 05:00,0,0,0,0,0,0,0,0,22
20/12/2024 06:00,0,0,0,0,0,0,0,0,94
20/12/2024 07:00,1,1,0,0,0,0,1,1,274
20/12/2024 08:00,17,10,2,0,8,7,16,10,931
20/12/2024 09:00,40,36,5,7,13,13,37,33,1772
20/12/2024 10:00,66,56,12,5,26,23,61,52,3282
20/12/2024 11:00,83,93,13,17,26,33,73,82,3793
20/12/2024 12:00,85,89,7,9,38,40,70,82,6773
20/12/2024 13:00,148,152,20,20,67,75,123,128,7855
20/12/2024 14:00,176,165,27,23,78,82,149,137,8219
20/12/2024 15:00,137,163,16,20,68,82,116,143,8785
20/12/2024 16:00,87,100,13,11,37,43,79,86,8618
20/12/2024 17:00,76,91,7,16,41,42,67,82,10505
20/12/2024 18:00,43,77,4,8,16,29,38,69,9783
20/12/2024 19:00,63,63,6,12,32,28,58,60,7786
20/12/2024 20:00,17,37,1,5,7,17,16,31,4475
20/12/2024 21:00,1,3,0,1,0,0,1,3,1857
20/12/2024 22:00,1,1,0,0,0,0,1,1,1285
20/12/2024 23:00,0,0,0,0,0,0,0,0,887
21/12/2024 00:00,0,0,0,0,0,0,0,0,458
21/12/2024 01:00,0,0,0,0,0,0,0,0,226
21/12/2024 02:00,0,0,0,0,0,0,0,0,88
21/12/2024 03:00,0,0,0,0,0,0,0,0,41
21/12/2024 04:00,0,0,0,0,0,0,0,0,26
21/12/2024 05:00,0,0,0,0,0,0,0,0,26
21/12/2024 06:00,0,0,0,0,0,0,0,0,111
21/12/2024 07:00,0,0,0,0,0,0,0,0,138
21/12/2024 08:00,0,0,0,0,0,0,0,0,329
21/12/2024 09:00,17,4,1,0,10,3,17,3,696
21/12/2024 10:00,48,53,5,10,26,23,45,50,1933
21/12/2024 11:00,64,66,15,10,28,31,53,61,3555
21/12/2024 12:00,81,91,13,14,26,40,69,82,5303
21/12/2024 13:00,109,114,14,15,38,46,88,98,6790
21/12/2024 14:00,117,128,16,17,48,57,106,113,6672
21/12/2024 15:00,109,119,12,17,53,62,86,96,8585
21/12/2024 16:00,127,156,16,25,50,68,99,124,9878
21/12/2024 17:00,83,133,6,11,37,63,73,107,10125
21/12/2024 18:00,67,78,8,10,17,27,61,65,8375
21/12/2024 19:00,54,86,0,7,10,34,46,74,6754
21/12/2024 20:00,32,53,6,8,6,13,28,47,3982
21/12/2024 21:00,7,9,1,1,2,2,6,9,2070
21/12/2024 22:00,0,0,0,0,0,0,0,0,1661
21/12/2024 23:00,0,0,0,0,0,0,0,0,1109
22/12/2024 00:00,0,0,0,0,0,0,0,0,801
22/12/2024 01:00,0,0,0,0,0,0,0,0,304
22/12/2024 02:00,0,0,0,0,0,0,0,0,118
22/12/2024 03:00,0,0,0,0,0,0,0,0,65
22/12/2024 04:00,0,0,0,0,0,0,0,0,72
22/12/2024 05:00,0,0,0,0,0,0,0,0,48
22/12/2024 06:00,0,0,0,0,0,0,0,0,91
22/12/2024 07:00,0,0,0,0,0,0,0,0,124
22/12/2024 08:00,0,0,0,0,0,0,0,0,221
22/12/2024 09:00,0,0,0,0,0,0,0,0,165
22/12/2024 10:00,23,15,3,0,7,6,19,14,699
22/12/2024 11:00,48,50,7,7,18,20,41,45,1598
22/12/2024 12:00,27,40,5,6,16,19,21,32,2331
22/12/2024 13:00,69,44,11,8,30,19,56,42,2713
22/12/2024 14:00,73,94,16,15,20,44,62,72,3755
22/12/2024 15:00,79,84,7,12,31,29,62,70,4423
22/12/2024 16:00,78,92,8,7,32,49,66,78,5059
22/12/2024 17:00,37,58,3,8,14,21,31,48,5066
22/12/2024 18:00,0,0,0,0,0,0,0,0,3932
22/12/2024 19:00,0,0,0,0,0,0,0,0,3088
22/12/2024 20:00,0,0,0,0,0,0,0,0,1127
22/12/2024 21:00,0,0,0,0,0,0,0,0,1040
22/12/2024 22:00,0,0,0,0,0,0,0,0,712
22/12/2024 23:00,0,0,0,0,0,0,0,0,311
23/12/2024 00:00,0,0,0,0,0,0,0,0,173
23/12/2024 01:00,0,0,0,0,0,0,0,0,77
23/12/2024 02:00,0,0,0,0,0,0,0,0,25
23/12/2024 03:00,0,0,0,0,0,0,0,0,20
23/12/2024 04:00,0,0,0,0,0,0,0,0,6
23/12/2024 05:00,0,0,0,0,0,0,0,0,4
23/12/2024 06:00,0,0,0,0,0,0,0,0,105
23/12/2024 07:00,0,0,0,0,0,0,0,0,197
23/12/2024 08:00,4,3,2,1,0,1,4,3,374
23/12/2024 09:00,24,20,3,1,10,6,23,18,1006
23/12/2024 10:00,63,53,17,10,23,20,57,49,2373
23/12/2024 11:00,65,75,15,15,20,24,59,68,3437
23/12/2024 12:00,63,78,4,14,14,20,56,71,4113
23/12/2024 13:00,171,166,23,26,69,63,141,141,6437
23/12/2024 14:00,191,222,25,23,67,101,161,185,8099
23/12/2024 15:00,97,124,9,17,30,53,82,105,7899
23/12/2024 16:00,118,127,19,21,46,59,97,102,9205
23/12/2024 17:00,87,121,5,10,32,63,66,95,10768
23/12/2024 18:00,64,75,3,10,23,28,54,68,9615
23/12/2024 19:00,56,73,10,11,13,26,46,58,8148
23/12/2024 20:00,20,44,3,7,7,14,19,38,4211
23/12/2024 21:00,0,2,0,0,0,0,0,2,2027
23/12/2024 22:00,1,1,0,0,1,1,1,1,1267
23/12/2024 23:00,0,0,0,0,0,0,0,0,922
24/12/2024 00:00,0,0,0,0,0,0,0,0,404
24/12/2024 01:00,0,0,0,0,0,0,0,0,114
24/12/2024 02:00,0,0,0,0,0,0,0,0,26
24/12/2024 03:00,0,0,0,0,0,0,0,0,40
24/12/2024 04:00,0,0,0,0,0,0,0,0,13
24/12/2024 05:00,0,0,0,0,0,0,0,0,28
24/12/2024 06:00,0,0,0,0,0,0,0,0,160
24/12/2024 07:00,0,0,0,0,0,0,0,0,136
24/12/2024 08:00,0,0,0,0,0,0,0,0,518
24/12/2024 09:00,7,5,1,1,5,2,6,4,991
24/12/2024 10:00,47,43,9,6,15,16,42,42,1891
24/12/2024 11:00,44,53,8,7,16,17,40,50,2819
24/12/2024 12:00,63,79,12,18,20,31,57,70,4619
24/12/2024 13:00,125,107,17,13,37,41,104,89,6337
24/12/2024 14:00,112,144,19,21,34,57,88,125,6936
24/12/2024 15:00,83,126,13,15,17,39,66,104,6952
24/12/2024 16:00,61,82,5,16,24,33,52,73,7571
24/12/2024 17:00,17,33,3,6,4,9,16,30,8108
24/12/2024 18:00,1,2,0,0,0,1,1,2,5808
24/12/2024 19:00,0,0,0,0,0,0,0,0,2841
24/12/2024 20:00,0,0,0,0,0,0,0,0,1289
24/12/2024 21:00,0,0,0,0,0,0,0,0,813
24/12/2024 22:00,0,0,0,0,0,0,0,0,800
24/12/2024 23:00,0,0,0,0,0,0,0,0,333
25/12/2024 00:00,0,0,0,0,0,0,0,0,400
25/12/2024 01:00,0,0,0,0,0,0,0,0,189
25/12/2024 02:00,0,0,0,0,0,0,0,0,79
25/12/2024 03:00,0,0,0,0,0,0,0,0,51
25/12/2024 04:00,0,0,0,0,0,0,0,0,39
25/12/2024 05:00,0,0,0,0,0,0,0,0,36
25/12/2024 06:00,0,0,0,0,0,0,0,0,47
25/12/2024 07:00,0,0,0,0,0,0,0,0,79
25/12/2024 08:00,0,0,0,0,0,0,0,0,74
25/12/2024 09:00,0,0,0,0,0,0,0,0,137
25/12/2024 10:00,0,0,0,0,0,0,0,0,245
25/12/2024 11:00,0,0,0,0,0,0,0,0,513
25/12/2024 12:00,0,0,0,0,0,0,0,0,784
25/12/2024 13:00,0,0,0,0,0,0,0,0,994
25/12/2024 14:00,0,0,0,0,0,0,0,0,1129
25/12/2024 15:00,0,0,0,0,0,0,0,0,1335
25/12/2024 16:00,0,0,0,0,0,0,0,0,1570
25/12/2024 17:00,0,0,0,0,0,0,0,0,1954
25/12/2024 18:00,0,0,0,0,0,0,0,0,1391
25/12/2024 19:00,0,0,0,0,0,0,0,0,1770
25/12/2024 20:00,0,0,0,0,0,0,0,0,1324
25/12/2024 21:00,0,0,0,0,0,0,0,0,1076
25/12/2024 22:00,0,0,0,0,0,0,0,0,788
25/12/2024 23:00,0,0,0,0,0,0,0,0,506
26/12/2024 00:00,0,0,0,0,0,0,0,0,377
26/12/2024 01:00,0,0,0,0,0,0,0,0,118
26/12/2024 02:00,0,0,0,0,0,0,0,0,42
26/12/2024 03:00,0,0,0,0,0,0,0,0,37
26/12/2024 04:00,0,0,0,0,0,0,0,0,19
26/12/2024 05:00,0,0,0,0,0,0,0,0,9
26/12/2024 06:00,0,0,0,0,0,0,0,0,88
26/12/2024 07:00,0,0,0,0,0,0,0,0,167
26/12/2024 08:00,4,5,0,3,1,0,4,5,374
26/12/2024 09:00,13,12,3,2,3,1,13,12,605
26/12/2024 10:00,53,45,14,13,14,12,48,41,1500
26/12/2024 11:00,46,51,13,12,11,18,40,46,2229
26/12/2024 12:00,62,62,7,8,31,25,50,55,4006
26/12/2024 13:00,108,106,22,21,42,45,94,92,5991
26/12/2024 14:00,129,127,18,14,52,62,104,103,6365
26/12/2024 15:00,110,141,17,17,42,66,92,117,7033
26/12/2024 16:00,110,128,18,17,40,53,88,112,9064
26/12/2024 17:00,59,88,13,12,18,38,50,76,9548
26/12/2024 18:00,46,66,2,8,16,26,36,53,7931
26/12/2024 19:00,59,69,7,8,19,26,52,60,7234
26/12/2024 20:00,16,43,1,3,7,20,12,33,3754
26/12/2024 21:00,8,8,0,0,5,5,7,7,1967
26/12/2024 22:00,1,1,0,0,1,1,1,1,1248
26/12/2024 23:00,0,0,0,0,0,0,0,0,770
27/12/2024 00:00,0,0,0,0,0,0,0,0,617
27/12/2024 01:00,0,0,0,0,0,0,0,0,184
27/12/2024 02:00,0,0,0,0,0,0,0,0,132
27/12/2024 03:00,0,0,0,0,0,0,0,0,56
27/12/2024 04:00,0,0,0,0,0,0,0,0,32
27/12/2024 05:00,0,0,0,0,0,0,0,0,46
27/12/2024 06:00,0,0,0,0,0,0,0,0,107
